FormID	EDID	FULL	Effects	Magnitude	Duration	Effect Value	CalculatedValue
0300353B	AlchFood_SnowberryCrostata	Snowberry Crostata	Consumed out of combat, it restores 15 Stamina and Magicka.,Resists 5% of frost damage for 1200 seconds.	5	120	0	0
0300353A	AlchFood_JazbayCrostata	Jazbay Crostata	Consumed out of combat, it restores 15 Stamina and Magicka.,Resists 5% of fire damage for 1200 seconds.	5	120	0	0
3003539	AlchFood_JuniperBerryCrostata	Juniper Berry Crostata	Consumed out of combat, it restores 15 Stamina and Magicka.,Resists 5% of shock damage for 1200 seconds.	5	120	0	0
3003538	Alch_Flour	Flour	Its raw taste is revolting to anyone but those with a strong stomach.	5	1	0	0
3003537	AlchFood_PotatoBread	Potato Bread	Consumed out of combat, it restores 40 Stamina and Magicka.,Health regenerates 75% faster for 1200 seconds.	75	120	0	0
3003536	AlchDrink_SurilieBrothersWine	Surilie Brothers Wine	Numbs your sense of pain, making you feel 85 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	30	135	0	935.400468314548
3003535	AlchDrink_ArgonianBloodwine	Argonian Bloodwine	Numbs your sense of pain, making you feel 75 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!,Resists 10% of poison effects for 900 seconds.	10	90	0	815.087352679528
3003534	AlchDrink_BottledMilk	Bottled Milk	Consumed out of combat, it restores 10 Stamina and Magicka.,Stamina is increased by 5 points for 1200 seconds.	5	120	0	0
3003533	AlchFood_AppleDumpling	Apple Dumpling	Consumed out of combat, it restores 5 Stamina and Magicka.,Ranged weapons deal 5% more damage for 1200 seconds.	5	120	0	0
030009DC	AlchFood_GarlicBread	Garlic Bread	Consumed out of combat, it restores 20 Stamina and Magicka.,Increases Disease Resistance by 20% for 1200 seconds.	20	120	0	0
030009DB	AlchFood_BraidedBread	Braided Bread	Consumed out of combat, it restores 40 Stamina and Magicka.,Carry weight is increased by 10 points for 1200 seconds.	10	120	1	2438.36867617677
0010D666	AlchFood_Gourd	Gourd	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
00107A8A	AlchDrink_JuniperBerryMead	Juniper Berry Mead	Numbs your sense of pain, making you feel 40 points healthier for 300 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 20% and twice that for Magicka for 450 seconds. At least you get to feel good for a while!,Health regenerates 25% faster for 300 seconds.	25	30	0.05	194.618933193391
0010394D	AlchFood_Honey	Honey	Consumed out of combat, it restores 15 Stamina and Magicka.,Magicka is increased by 10 points for 300 seconds.	10	30	0	0
0010211A	AlchFood_RawMammothSnoutDA03	Raw Mammoth Snout	Consumed out of combat, it restores 125 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	250	1	0	0
0010201E	MS12WPRestoreHealth04	The White Phial (Full)	Restores 500 points of Health for 0 seconds.,	0	0.1	0	3257.87974161312
0010201D	Alch_TheWhitePhialFull	The White Phial (Full)	One-handed weapons do 50% more damage for 30 seconds.,Two-handed weapons do 50% more damage for 30 seconds.,Ranged weapons deal 50% more damage for 30 seconds.,,Armor penetration with ranged weapons is increased by 50 for 30 seconds.,Armor penetration with one-handed weapons is increased by 50 for 30 seconds.,Armor penetration with two-handed weapons is increased by 50 for 30 seconds.	50	3	0.25	371.357025079606
0010201C	MS12WPFortifyMagicka01	The White Phial (Full)	Magicka is increased by 500 points for 300 seconds.,	0	0.1	0	5885.61221021278
0010201B	MS12WPFortifySkillSneak03	The White Phial (Full)	You are 20% harder to detect for 3600 seconds.,	0	0.1	0	4375.27902711665
0010201A	MS12WPFortifyStamina01	The White Phial (Full)	Stamina is increased by 500 points for 300 seconds.,	0	0.1	0	5885.61221021278
102019	MS12WPResistMagic50	The White Phial (Full)	Resists 100% of magic for 60 seconds.,	0	0.1	0	568.769605100714
000FFA02	REQ_Potion_FortifyStaminaRegeneration5	Potion of Fortify Stamina Regeneration (Remarkable)	Stamina regenerates 100% faster for 300 seconds.	100	30	0.05	334.043776201996
000FFA01	Alch_PotionFortifyStamina05	Potion of Fortify Stamina (Remarkable)	Stamina is increased by 100 points for 300 seconds.	100	30	0.15	1002.13132860599
000FFA00	REQ_Potion_FortifyMagickaRegeneration5	Potion of Fortify Magicka Regeneration (Remarkable)	Magicka regenerates 100% faster for 300 seconds.	100	30	0.1	668.087552403991
000FF9FF	Alch_PotionFortifyHealthRegeneration05	Potion of Fortify Health Regeneration (Remarkable)	Health regenerates 200% faster for 600 seconds.	200	60	0.05	1534.86214488092
000FF9FE	Alch_PotionFortifyCarryWeight05	Potion of Fortify Carry Weight (Remarkable)	Carrying capacity increases by 60 for 600 seconds.	60	60	0.0725	591.930553524441
000FF9FD	Alch_PotionFortifyMagicka05	Potion of Fortify Magicka (Remarkable)	Magicka is increased by 100 points for 300 seconds.	100	30	0.15	1002.13132860599
000FF9FC	Alch_PotionFortifyHealth05	Potion of Fortify Health (Remarkable)	Health is increased by 100 points for 300 seconds.	100	30	0.2	1336.17510480798
000F9642	Alch_IceWraithEssence	Ice Wraith Essence	Resists 75% of frost damage for 15 seconds.	75	1.5	0.25	45.1032444384309
000F84C6	TGPotionofPlunder06	Potion of Plunder (Surpassing)	Carrying capacity increases by 70 for 300 seconds.,Stamina is increased by 70 points for 300 seconds.	70	30	0.15	1004.08675783722
000F84C5	TGPotionofPlunder05	Potion of Plunder (Remarkable)	Carrying capacity increases by 60 for 300 seconds.,Stamina is increased by 60 points for 300 seconds.	60	30	0.15	847.480610813591
000F84C4	TGPotionofPlunder04	Potion of Plunder (Good)	Carrying capacity increases by 50 for 300 seconds.,Stamina is increased by 50 points for 300 seconds.	50	30	0.15	693.474346986149
000F84C3	TGPotionofPlunder03	Potion of Plunder (Fair)	Carrying capacity increases by 40 for 300 seconds.,Stamina is increased by 40 points for 300 seconds.	40	30	0.15	542.537030449331
000F84C2	TGPotionofPlunder02	Potion of Plunder (Faint)	Carrying capacity increases by 30 for 300 seconds.,Stamina is increased by 30 points for 300 seconds.	30	30	0.15	395.363684788423
000F84C1	TGPotionofPlunder01	Potion of Plunder (Diluted)	Carrying capacity increases by 20 for 300 seconds.,Stamina is increased by 20 points for 300 seconds.	20	30	0.15	253.102474269818
000F84C0	TGPotionofKeenShot06	Potion of Keenshot (Surpassing)	Ranged weapons deal 35% more damage for 60 seconds.,Armor penetration with ranged weapons is increased by 5 for 60 seconds.	5	6	0.25	100.153476773107
000F84BF	TGPotionofKeenShot05	Potion of Keenshot (Remarkable)	Ranged weapons deal 30% more damage for 60 seconds.,Armor penetration with ranged weapons is increased by 5 for 60 seconds.	5	6	0.25	86.1763212324044
000F84BE	TGPotionofKeenShot04	Potion of Keenshot (Good)	Ranged weapons deal 25% more damage for 60 seconds.,Armor penetration with ranged weapons is increased by 5 for 60 seconds.	5	6	0.25	72.4312062118949
000F84BD	TGPotionofKeenShot03	Potion of Keenshot (Fair)	Ranged weapons deal 20% more damage for 60 seconds.,Armor penetration with ranged weapons is increased by 5 for 60 seconds.	5	6	0.25	58.9599958524893
000F84BC	TGPotionofKeenShot02	Potion of Keenshot (Faint)	Ranged weapons deal 15% more damage for 60 seconds.,Armor penetration with ranged weapons is increased by 5 for 60 seconds.	5	6	0.25	45.8247212617819
000F84BB	TGPotionofKeenShot01	Potion of Keenshot (Diluted)	Ranged weapons deal 10% more damage for 60 seconds.,Armor penetration with ranged weapons is increased by 5 for 60 seconds.	5	6	0.25	33.1278565178512
000F84BA	TGPotionofConflict06	Potion of Conflict (Surpassing)	One-handed weapons do 35% more damage for 60 seconds.,Armor penetration with one-handed weapons is increased by 5 for 60 seconds.	5	6	0.25	100.153476773107
000F84B9	TGPotionofConflict05	Potion of Conflict (Remarkable)	One-handed weapons do 30% more damage for 60 seconds.,Armor penetration with one-handed weapons is increased by 5 for 60 seconds.	5	6	0.25	86.1763212324044
000F84B8	TGPotionofConflict04	Potion of Conflict (Good)	One-handed weapons do 25% more damage for 60 seconds.,Armor penetration with one-handed weapons is increased by 5 for 60 seconds.	5	6	0.25	72.4312062118949
000F84B7	TGPotionofConflict03	Potion of Conflict (Fair)	One-handed weapons do 20% more damage for 60 seconds.,Armor penetration with one-handed weapons is increased by 5 for 60 seconds.	5	6	0.25	58.9599958524893
000F84B6	TGPotionofConflict02	Potion of Conflict (Faint)	One-handed weapons do 15% more damage for 60 seconds.,Armor penetration with one-handed weapons is increased by 5 for 60 seconds.	5	6	0.25	45.8247212617819
000F84B5	TGPotionofConflict01	Potion of Conflict (Diluted)	One-handed weapons do 10% more damage for 60 seconds.,Armor penetration with one-handed weapons is increased by 5 for 60 seconds.	5	6	0.25	33.1278565178512
000F84B3	TGPotionofEscape06	Potion of Escape (Surpassing)	Grants invisibility for 60 seconds.,Restores 150 points of Health for 0 seconds.	150	1	0.25	420.762197168662
000F84B2	TGPotionofEscape05	Potion of Escape (Remarkable)	Grants invisibility for 55 seconds.,Restores 125 points of Health for 0 seconds.	125	1	0.25	376.759157769294
000F84B1	TGPotionofEscape04	Potion of Escape (Good)	Grants invisibility for 50 seconds.,Restores 100 points of Health for 0 seconds.	100	1	0.25	333.277065583533
000F84B0	TGPotionofEscape03	Potion of Escape (Fair)	Grants invisibility for 45 seconds.,Restores 75 points of Health for 0 seconds.	75	1	0.25	290.393344348723
000F84AF	TGPotionofEscape02	Potion of Escape (Faint)	Grants invisibility for 40 seconds.,Restores 50 points of Health for 0 seconds.	50	1	0.25	248.224141457261
000F84AE	TGPotionofEscape01	Potion of Escape (Diluted)	Grants invisibility for 30 seconds.,Restores 25 points of Health for 0 seconds.	25	1	0.25	176.041786489218
000F84AC	TGPotionofLarceny06	Potion of Larceny (Surpassing)	Lockpicking skill is increased by 0 for 60 seconds.,Pickpocketing is 40% easier for 60 seconds.,Lockpicking expertise is increased by 5 for 60 seconds.	5	6	0.5	126.665114188204
000F84AB	TGPotionofLarceny05	Potion of Larceny (Remarkable)	Lockpicking skill is increased by 0 for 60 seconds.,Pickpocketing is 35% easier for 60 seconds.,Lockpicking expertise is increased by 4 for 60 seconds.	4	6	0.5	107.898760596556
000F84AA	TGPotionofLarceny04	Potion of Larceny (Good)	Lockpicking skill is increased by 0 for 60 seconds.,Pickpocketing is 30% easier for 60 seconds.,Lockpicking expertise is increased by 4 for 60 seconds.	4	6	0.5	93.9216050558537
000F84A9	TGPotionofLarceny03	Potion of Larceny (Fair)	Lockpicking skill is increased by 0 for 60 seconds.,Pickpocketing is 25% easier for 60 seconds.,Lockpicking expertise is increased by 3 for 60 seconds.	3	6	0.5	75.7034565744074
000F84A8	TGPotionofLarceny02	Potion of Larceny (Faint)	Lockpicking skill is increased by 0 for 60 seconds.,Pickpocketing is 20% easier for 60 seconds.,Lockpicking expertise is increased by 2 for 60 seconds.	2	6	0.5	57.9085070760598
000F84A7	TGPotionofLarceny01	Potion of Larceny (Diluted)	Lockpicking skill is increased by 0 for 60 seconds.,Pickpocketing is 15% easier for 60 seconds.,Lockpicking expertise is increased by 1 for 60 seconds.	1	6	0.5	40.6693929579854
000F693F	AlchDrink_BlackBriarReserve	Black-Briar Reserve	Numbs your sense of pain, making you feel 100 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 50% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	50	90	0	716.038509317423
000F4320	AlchFood_ElsweyrFondue	Elsweyr Fondue	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka is increased by 50 points for 1800 seconds.,Restores 1 points of Magicka per second for 1800 seconds.	1	180	0	0
000F431E	AlchFood_VegetableSoup	Vegetable Soup	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 20% faster for 1200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
000F431D	AlchFood_VenisonStew	Venison Stew	Consumed out of combat, it restores 75 Stamina and Magicka.,Restores 1 points of Stamina per second for 1800 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
000F431C	AlchFood_TomatoSoup	Tomato Soup	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 25% faster for 1200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
000F431B	AlchFood_CabbagePotatoSoup	Cabbage Potato Soup	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 20% faster for 1200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
000F4315	AlchFood_HorkerStew	Horker Stew	Consumed out of combat, it restores 75 Stamina and Magicka.,Restores 1 points of Stamina per second for 1800 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
000F4314	AlchFood_BeefStew	Beef Stew	Consumed out of combat, it restores 75 Stamina and Magicka.,Health is increased by 50 points for 1800 seconds.,Carry weight is increased by 25 points for 1800 seconds.,Your meal improves your warmth by <25> points.	0	54	0	10435.9926643048
000F257E	AlchDrink_JessicasWine	Jessica's Wine	Numbs your sense of pain, making you feel 100 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	30	135	0	1118.50199928253
000F2011	AlchFood_RawChickenBreast	Raw Chicken Breast	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	60	1	0	0
000EDB2E	AlchFood_RawDogMeat	Raw Dog Meat	Consumed out of combat, it restores 40 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	80	1	0	0
000EBA03	AlchFood_RawClamMeat	Raw Clam Meat	Consumed out of combat, it restores 10 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	20	1	0	0
000EBA02	AlchFood_CabbageSoup	Cabbage Soup	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 15% faster for 1200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
000EBA01	AlchFood_AppleCabbageStew	Apple Cabbage Stew	Consumed out of combat, it restores 50 Stamina and Magicka.,Restores 1 points of Stamina per second for 600 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
0	AlchFood_CookedChickenBreast	Cooked Chicken Breast	Consumed out of combat, it restores 50 Stamina.	50	1	0	0
0	AlchFood_CookedSkeeverMeat	Cooked Skeever Meat	Consumed out of combat, it restores 30 Stamina.	30	1	0	0
000E41B8	Alch_SpiderVenomCrude	Spider Venom (Crude)	A Frostbite Spider's blood-freezing poison - Only few know the secret of its proper extraction. It deals 2 points damage to Health and Stamina for 60 seconds. ,The target is paralyzed for 2 seconds.	0	0.2	250	196.417658604457
000DC172	AlchDrug_BalmoraBlue	Balmora Blue	One-handed weapons do 75% more damage for 120 seconds.,Two-handed weapons do 75% more damage for 120 seconds.,Unarmed strikes do 23 additional damage.,Concentrated poison temporarily reduces maximum and current Magicka by 15 points for 500 seconds.,Concentrated poison temporarily reduces maximum and current Stamina by 2 points for 500 seconds.,Stamina is increased by 750 points for 120 seconds.,Can cause terrible side effects...,Only those with a strong stomach can enjoy this meal without vomiting.,Stamina regenerates 5% faster for 120 seconds.	5	12	0.05	6825459.06304541
000D6980	REQ_Potion_FortifySpeech4	Potion of Fortify Speech (Good)	Increases the imbiber's speech craft by 50 points for 60 seconds.	50	6	0.25	132.670201535582
000D697F	REQ_Potion_FortifySpeech3	Potion of Fortify Speech (Fair)	Increases the imbiber's speech craft by 40 points for 60 seconds.	40	6	0.25	103.794029992672
000D6949	REQ_Potion_FortifySpeech2	Potion of Fortify Speech (Faint)	Increases the imbiber's speech craft by 30 points for 60 seconds.	30	6	0.25	75.637952533777
000D6948	REQ_Potion_FortifySpeech1	Potion of Fortify Speech (Diluted)	Increases the imbiber's speech craft by 20 points for 60 seconds.	20	6	0.25	48.4216271538619
000D055E	AlchDrink_StrosMKaiRum	Stros M'Kai Rum	Numbs your sense of pain, making you feel 95 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 60% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	60	135	0	1057.14054668878
000CD883	Alch_NightshadeExtract	Nightshade Extract	Drains the target's Health by 1 points per second for 10 seconds.	1	1	1.5	1.5
000CD614	AlchFood_HomecookedMeal	Homecooked Meal	With this delicious meal, your beloved spouse has proven to be one of the best cooks you've ever met - even smelling it makes you feel stronger and motivated, increasing Stamina and Magicka regeneration by 50% for 3600 seconds.,	50	360	0	0
000CADFB	AlchFood_SpicedBeef	Spiced Beef	Consumed out of combat, it restores 175 Stamina.	175	1	0	0
000C5349	AlchDrink_AltoBlancWine	Alto Blanc Wine	Numbs your sense of pain, making you feel 75 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	30	135	0	815.087352679528
000C5348	AlchDrink_VillageWhiteWine	Village White Wine	Numbs your sense of pain, making you feel 30 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 20% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	20	90	0	190.445081081706
000B91D7	AlchDrink_CyrodilicBrandy	Cyrodilic Brandy	Numbs your sense of pain, making you feel 80 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 25% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	25	90	0	560.190017440111
000AED90	Alch_SleepingTreeSap	Sleeping Tree Sap	,Health is increased by 100 points for 45 seconds.,	0	4.5	0	165.792072612655
000AE723	Alch_PotionCureDisease	Potion of Cure Disease	Cures all diseases.	0	1	0.25	0.25
0009380D	AlchDrink_ArgonianAle	Argonian Ale	Numbs your sense of pain, making you feel 75 points healthier for 300 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 50% and twice that for Magicka for 450 seconds. At least you get to feel good for a while!	50	45	0	243.428136380811
85368	AlchDrink_MulledWine	Mulled Wine	Numbs your sense of pain, making you feel 50 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 25% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	25	90	0	334.043776201996
00074A3B	Alch_PoisonParalysis05	Poison of Paralysis (Remarkable)	The target is paralyzed for 5 seconds.	0	0.5	250	116.629123942101
00074A3A	Alch_PoisonParalysis04	Poison of Paralysis (Great)	The target is paralyzed for 4 seconds.	0	0.4	250	91.2443536555481
00074A39	Alch_PoisonParalysis03	Poison of Paralysis (Good)	The target is paralyzed for 3 seconds.	0	0.3	250	66.492611292391
00074A38	Alch_PoisonParalysis02	Poison of Paralysis (Decent)	The target is paralyzed for 2 seconds.	0	0.2	250	42.5669961260392
00073F94	REQ_Poison_DamageMagickaRegeneration5	Poison of Damage Magicka Regeneration (Remarkable)	Decreases the target's Magicka regeneration by 100% for 60 seconds.	100	6	0.25	284.384802550357
00073F93	REQ_Poison_DamageMagickaRegeneration4	Poison of Damage Magicka Regeneration (Good)	Decreases the target's Magicka regeneration by 100% for 45 seconds.	100	4.5	0.25	207.240090765819
00073F92	REQ_Poison_DamageMagickaRegeneration3	Poison of Damage Magicka Regeneration (Fair)	Decreases the target's Magicka regeneration by 100% for 30 seconds.	100	3	0.25	132.670201535582
00073F91	REQ_Poison_DamageMagickaRegeneration2	Poison of Damage Magicka Regeneration (Faint)	Decreases the target's Magicka regeneration by 100% for 20 seconds.	100	2	0.25	84.9323232317124
00073F90	REQ_Poison_DamageMagickaRegeneration1	Poison of Damage Magicka Regeneration (Diluted)	Decreases the target's Magicka regeneration by 100% for 10 seconds.	100	1	0.25	39.6223298115279
00073F8E	REQ_Poison_DamageStaminaRegeneration4	Poison of Damage Stamina Regeneration (Good)	Decreases the target's Stamina regeneration by 100% for 60 seconds.	100	6	0.3	341.261763060429
00073F8D	REQ_Poison_DamageStaminaRegeneration3	Poison of Damage Stamina Regeneration (Fair)	Decreases the target's Stamina regeneration by 100% for 45 seconds.	100	4.5	0.3	248.688108918983
00073F8C	REQ_Poison_DamageStaminaRegeneration2	Poison of Damage Stamina Regeneration (Faint)	Decreases the target's Stamina regeneration by 100% for 30 seconds.	100	3	0.3	159.204241842698
00073F8B	REQ_Poison_DamageStaminaRegeneration1	Poison of Damage Stamina Regeneration (Diluted)	Decreases the target's Stamina regeneration by 100% for 15 seconds.	100	1.5	0.3	74.2714050159211
00073F61	REQ_Poison_Fear5	Poison of Fear (Remarkable)	Creatures and people up to level 23 flee from combat for 30 seconds.	23	3	2.5	263.435323681982
00073F60	REQ_Poison_Fear4	Poison of Fear (Good)	Creatures and people up to level 18 flee from combat for 30 seconds.	18	3	2.5	201.17459907123
00073F5F	REQ_Poison_Fear3	Poison of Fear (Fair)	Creatures and people up to level 13 flee from combat for 30 seconds.	13	3	2.5	140.640718486576
00073F5E	REQ_Poison_Fear2	Poison of Fear (Faint)	Creatures and people up to level 8 flee from combat for 30 seconds.	8	3	2.5	82.4465286189982
00073F5D	REQ_Poison_Frenzy5	Poison of Frenzy (Remarkable)	Creatures and people up to level 23 will attack anything nearby for 10 seconds.	23	1	7.5	236.027106873761
00073F5C	REQ_Poison_Frenzy4	Poison of Frenzy (Good)	Creatures and people up to level 18 will attack anything nearby for 10 seconds.	18	1	7.5	180.244083942942
00073F5B	REQ_Poison_Frenzy3	Poison of Frenzy (Fair)	Creatures and people up to level 13 will attack anything nearby for 10 seconds.	13	1	7.5	126.008241526131
00073F5A	REQ_Poison_Frenzy2	Poison of Frenzy (Faint)	Creatures and people up to level 8 will attack anything nearby for 10 seconds.	8	1	7.5	73.868664800695
00073F59	REQ_Poison_WeaknessMagic5	Poison of Weakness to Magic (Remarkable)	The target is 100% weaker to magic for 30 seconds.	100	3	0.5	265.340403071164
00073F58	REQ_Poison_WeaknessMagic4	Poison of Weakness to Magic (Good)	The target is 85% weaker to magic for 30 seconds.	85	3	0.5	221.903525836116
00073F57	REQ_Poison_WeaknessMagic3	Poison of Weakness to Magic (Fair)	The target is 70% weaker to magic for 30 seconds.	70	3	0.5	179.230216148959
00073F56	REQ_Poison_WeaknessMagic2	Poison of Weakness to Magic (Faint)	The target is 55% weaker to magic for 30 seconds.	55	3	0.5	137.468230669022
00073F55	REQ_Poison_WeaknessShock5	Poison of Weakness to Shock (Remarkable)	The target is 100% weaker to shock damage for 30 seconds.	100	3	0.35	185.738282149815
00073F54	REQ_Poison_WeaknessShock4	Poison of Weakness to Shock (Good)	The target is 85% weaker to shock damage for 30 seconds.	85	3	0.35	155.332468085281
00073F53	REQ_Poison_WeaknessShock3	Poison of Weakness to Shock (Fair)	The target is 70% weaker to shock damage for 30 seconds.	70	3	0.35	125.461151304271
00073F52	REQ_Poison_WeaknessShock1	Poison of Weakness to Shock (Diluted)	The target is 40% weaker to shock damage for 30 seconds.	40	3	0.35	67.7902780154067
00073F50	REQ_Poison_WeaknessFrost5	Poison of Weakness to Frost (Remarkable)	The target is 100% weaker to frost damage for 30 seconds.	100	3	0.25	132.670201535582
00073F4F	REQ_Poison_WeaknessFrost4	Poison of Weakness to Frost (Good)	The target is 85% weaker to frost damage for 30 seconds.	85	3	0.25	110.951762918058
00073F4E	REQ_Poison_WeaknessFrost3	Poison of Weakness to Frost (Fair)	The target is 70% weaker to frost damage for 30 seconds.	70	3	0.25	89.6151080744795
00073F4D	REQ_Poison_WeaknessFrost2	Poison of Weakness to Frost (Faint)	The target is 55% weaker to frost damage for 30 seconds.	55	3	0.25	68.7341153345108
00073F4C	REQ_Poison_WeaknessFire5	Poison of Weakness to Fire (Remarkable)	The target is 100% weaker to fire damage for 30 seconds.	100	3	0.3	159.204241842698
00073F4B	REQ_Poison_WeaknessFire4	Poison of Weakness to Fire (Good)	The target is 85% weaker to fire damage for 30 seconds.	85	3	0.3	133.14211550167
00073F4A	REQ_Poison_WeaknessFire3	Poison of Weakness to Fire (Fair)	The target is 70% weaker to fire damage for 30 seconds.	70	3	0.3	107.538129689375
00073F49	REQ_Poison_WeaknessFire2	Poison of Weakness to Fire (Faint)	The target is 55% weaker to fire damage for 30 seconds.	55	3	0.3	82.480938401413
00073F48	Alch_PoisonLingeringDamageStamina05	Poison of Lingering Damage Stamina (Remarkable)	Drains the target's Stamina by 11 points per second for 30 seconds.	11	3	0.9	42.1315894248603
00073F47	Alch_PoisonLingeringDamageStamina04	Poison of Lingering Damage Stamina (Great)	Drains the target's Stamina by 9 points per second for 30 seconds.	9	3	0.9	33.7864568386766
00073F46	Alch_PoisonLingeringDamageStamina03	Poison of Lingering Damage Stamina (Good)	Drains the target's Stamina by 7 points per second for 30 seconds.	7	3	0.9	25.6261718165137
00073F45	Alch_PoisonLingeringDamageStamina02	Poison of Lingering Damage Stamina (Decent)	Drains the target's Stamina by 5 points per second for 30 seconds.	5	3	0.9	17.6987622110366
00073F44	Alch_PoisonDamageStamina05	Poison of Damage Stamina (Remarkable)	Immediately drains the target's Stamina by 250 points.	250	1	0.9	390.81976474943
00073F43	Alch_PoisonDamageStamina04	Poison of Damage Stamina (Great)	Immediately drains the target's Stamina by 200 points.	200	1	0.9	305.756363634165
00073F42	Alch_PoisonDamageStamina03	Poison of Damage Stamina (Good)	Immediately drains the target's Stamina by 140 points.	140	1	0.9	206.530096844594
00073F41	Alch_PoisonDamageStamina02	Poison of Damage Stamina (Decent)	Immediately drains the target's Stamina by 100 points.	100	1	0.9	142.6403873215
00073F40	REQ_Poison_LingeringDamageMagicka5	Poison of Lingering Damage Magicka (Remarkable)	Drains the target's Magicka by 3 points per second for 20 seconds.	3	2	5	35.8869359655395
00073F3F	REQ_Poison_LingeringDamageMagicka4	Poison of Lingering Damage Magicka (Good)	Drains the target's Magicka by 2 points per second for 20 seconds.	2	2	5	22.9739670999407
00073F3E	REQ_Poison_LingeringDamageMagicka3	Poison of Lingering Damage Magicka (Fair)	Drains the target's Magicka by 2 points per second for 15 seconds.	2	1.5	5	16.7418476105086
00073F3D	REQ_Poison_LingeringDamageMagicka2	Poison of Lingering Damage Magicka (Faint)	Drains the target's Magicka by 1 points per second for 15 seconds.	1	1.5	5	7.81034807994308
00073F3C	Alch_PoisonDamageMagicka05	Poison of Damage Magicka (Remarkable)	Immediately drains the target's Magicka by 170 points.	170	1	1.1	312.526248409541
00073F3B	Alch_PoisonDamageMagicka04	Poison of Damage Magicka (Great)	Immediately drains the target's Magicka by 150 points.	150	1	1.1	272.328485058377
00073F3A	Alch_PoisonDamageMagicka03	Poison of Damage Magicka (Good)	Immediately drains the target's Magicka by 130 points.	130	1	1.1	232.664633450691
00073F39	Alch_PoisonDamageMagicka02	Poison of Damage Magicka (Decent)	Immediately drains the target's Magicka by 110 points.	110	1	1.1	193.60859745066
00073F38	Alch_PoisonLingeringDamageHealth05	Poison of Lingering Damage Health (Remarkable)	Drains the target's Health by 5 points per second for 300 seconds.	5	30	1.5	371.357025079606
00073F37	Alch_PoisonLingeringDamageHealth04	Poison of Lingering Damage Health (Great)	Drains the target's Health by 4 points per second for 300 seconds.	4	30	1.5	290.529762923172
00073F36	Alch_PoisonLingeringDamageHealth03	Poison of Lingering Damage Health (Good)	Drains the target's Health by 3 points per second for 300 seconds.	3	30	1.5	211.718115378927
00073F35	Alch_PoisonLingeringDamageHealth02	Poison of Lingering Damage Health (Decent)	Drains the target's Health by 2 points per second for 300 seconds.	2	30	1.5	135.536926915343
00073F34	Alch_PoisonDamageHealth05	Poison of Damage Health (Remarkable)	Immediately drains the target's Health by 120 points.	120	1	1.5	290.529762923172
00073F33	Alch_PoisonDamageHealth04	Poison of Damage Health (Great)	Immediately drains the target's Health by 100 points.	100	1	1.5	237.733978869167
00073F32	Alch_PoisonDamageHealth03	Poison of Damage Health (Good)	Immediately drains the target's Health by 80 points.	80	1	1.5	185.990278505801
00073F31	Alch_PoisonDamageHealth02	Poison of Damage Health (Decent)	Immediately drains the target's Health by 60 points.	60	1	1.5	135.536926915343
